1	0.0017985611510791368	0.0003239041243791838	3.0518043793392844e-05	0.0	0.0	0.0	0.00011354604292040422	0.0	0.0	0.16666666666666666	0.009615384615384616	0.0	0.0	0	3	0	7	2	2	7	0	0	5	7	0	7	2	3	0	0	3	1	2	0	0	1	3	1	2
0	0.0	0.0005938242280285036	0.0001373311970702678	0.040767386091127095	0.0067622828419277616	0.0	0.0	0.004917682274962583	0.010109785956875443	0.0	0.0	0.0	0.0025922537358950893	3	17	0	16	0	0	20	1	0	13	22	13	22	2	17	14	3	19	1	2	14	0	6	17	1	2
0	0.0017985611510791368	0.00010796804145972792	1.5259021896696422e-05	0.0	0.0008195836262468928	0.00018416206261510126	0.001816736686726468	0.002351935001069061	0.003949135139404471	0.0	0.019230769230769232	0.0020283975659229213	0.0	3	24	13	18	3	0	22	1	0	18	25	15	25	2	25	16	6	26	1	2	16	0	1	24	1	2
1	0.0017985611510791368	0.014089829410494494	1.5259021896696422e-05	0.002398081534772182	2.8717015635840667e-06	6.138735420503377e-05	0.0006812762575224253	0.0002138122728244601	7.89827027880894e-05	0.16666666666666666	0.02884615384615385	0.0	0.00015248551387618176	3	26	0	0	0	4	28	1	0	19	31	0	30	1	27	0	0	28	1	2	0	0	1	25	1	2
1	0.0	0.006963938674152451	1.5259021896696422e-05	0.007194244604316545	0.000966614746302397	0.0011663597298956414	0.0029521971159305093	0.003634808638015822	0.03751678382434248	0.0	0.08653846153846154	0.0	0.0004574565416285453	3	27	0	0	3	5	29	1	0	20	32	0	31	2	28	0	2	29	5	3	0	1	6	18	6	7
0	0.0	0.00010796804145972792	4.577706569008927e-05	0.02877697841726618	0.0041972790053344715	0.005954573357888275	0.00022709208584080845	0.004490057729313664	0.0071084432509280465	0.0	0.009615384615384616	0.0	0.0018298261665141808	0	22	0	19	3	0	32	1	0	21	35	0	34	0	10	0	0	10	1	2	0	0	1	23	1	2
0	0.0	0.00010796804145972792	0.0	0.0	0.008568583125422139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	23	5	2	5	1	63	3	0	2	69	6	68	6	24	6	3	25	1	2	6	0	0	2	1	2
0	0.0	0.0001619520621895919	1.5259021896696422e-05	0.0	0.0016673099278169095	0.00012277470841006753	0.00034063812876121267	0.0	0.00015796540557617883	0.0	0.009615384615384616	0.0	0.0	3	0	16	21	1	5	6	1	0	2	40	18	39	0	68	19	1	48	0	1	19	0	0	16	0	23
0	0.0	0.0026992010364931983	4.577706569008927e-05	0.004796163069544364	0.008317596408764892	0.02314303253529773	0.0009083683433632338	0.0004276245456489202	0.022352104889029303	0.0	0.019230769230769232	0.0	0.00030497102775236347	3	16	0	0	1	4	6	1	0	45	83	0	83	1	72	0	0	17	0	0	0	0	1	13	0	0
1	0.0	5.398402072986396e-05	0.0	0.0	0.003308200201248845	0.0025782688766114183	0.02475303735664812	0.0	0.022668035700181662	0.0	0.14423076923076925	0.0	0.0	7	45	8	10	0	0	76	1	0	6	84	9	84	0	73	9	2	63	1	2	9	1	9	9	1	2
0	0.0017985611510791368	0.00010796804145972792	1.5259021896696422e-05	0.004796163069544364	9.706351284914148e-05	0.00012277470841006753	0.0010219143862836382	0.002351935001069061	0.024642603269883896	0.16666666666666666	0.038461538461538464	0.0	0.00030497102775236347	3	61	0	0	0	5	108	1	0	65	115	0	102	7	10	0	2	10	1	2	0	0	1	13	1	2
0	0.0017985611510791368	0.0025912329950334703	0.002777141985198749	0.052757793764988015	0.0005398798939538046	0.0	0.0	0.010476801368398543	0.0016586367585498774	0.16666666666666666	0.0	0.0	0.006861848124428179	3	34	0	0	5	5	7	1	0	50	126	0	7	2	44	0	0	43	0	1	0	0	1	61	4	39
0	0.0017985611510791368	0.0001619520621895919	6.103608758678569e-05	0.040767386091127095	6.202875377341585e-05	0.001350521792510743	0.00011354604292040422	0.005131494547787043	0.0017376194613379669	0.16666666666666666	0.009615384615384616	0.0	0.003354681305275999	3	7	10	14	3	0	135	5	0	84	42	11	41	1	124	12	5	103	1	2	12	0	9	14	1	2
1	0.0	0.0001619520621895919	6.103608758678569e-05	0.004796163069544364	0.0012417237560937507	0.00018416206261510126	0.00011354604292040422	0.0004276245456489202	0.0010267751362451622	0.0	0.009615384615384616	0.0	0.00030497102775236347	0	41	0	0	0	3	139	20	0	85	142	0	140	2	65	0	0	58	32	3	0	0	1	41	4	21
0	0.0	0.004210753616929389	4.577706569008927e-05	0.0	0.002888357432652855	0.0	0.0	0.0034209963651913623	0.0	0.0	0.0	0.0	0.0	3	64	0	50	5	1	9	4	0	17	3	43	3	1	135	48	5	89	1	2	45	0	0	4	1	2
0	0.0	0.0008637443316778234	0.0004272526131074998	0.03357314148681055	0.015118934391957398	0.002394106813996317	0.00034063812876121267	0.004490057729313664	0.0025274464892188608	0.0	0.009615384615384616	0.0	0.002134797194266545	15	23	5	2	0	1	154	5	0	2	40	6	152	0	66	6	7	59	1	2	6	0	0	2	1	2
1	0.0	0.01036493198013388	0.0	0.0	0.0007604265740370611	0.004297114794352364	0.00011354604292040422	0.0	0.0	0.0	0.009615384615384616	0.0	0.0	3	39	0	28	0	0	164	1	0	105	167	0	160	2	52	0	0	49	13	0	0	0	9	34	2	16
0	0.0	0.00021593608291945585	0.0	0.007194244604316545	0.0009200931809723352	0.0004910988336402701	0.00011354604292040422	0.0006414368184733802	0.0006318616223047152	0.0	0.009615384615384616	0.0	0.0004574565416285453	3	94	0	0	0	5	6	1	0	6	40	0	39	2	10	0	5	131	0	0	0	0	1	13	12	0
0	0.0	0.0002699201036493198	1.5259021896696422e-05	0.016786570743405275	0.023689814878630405	0.0	0.0	0.001924310455420141	0.022036174077876947	0.0	0.0	0.0	0.0013723696248856359	3	52	5	2	0	0	174	1	0	2	180	6	173	1	10	6	4	72	1	2	6	0	2	2	1	2
0	0.0	0.0007017922694882317	0.0008545052262149996	0.019184652278177457	0.02475923654090911	0.0	0.0	0.007055805003207185	0.0	0.0	0.0	0.0	0.0022872827081427266	5	17	64	76	0	0	182	1	0	2	189	68	182	1	167	74	3	108	1	2	70	0	0	83	1	2
0	0.0	0.00010796804145972792	0.0003204394598306249	0.009592326139088728	0.005812898305006869	0.0	0.0	0.0014966859097712208	0.006081668114682885	0.0	0.0	0.0	0.0007624275693809088	3	100	70	83	0	0	6	1	0	63	199	74	192	1	174	80	3	143	0	1	76	0	0	93	4	31
0	0.0	0.01549341394947096	0.0	0.004796163069544364	0.0019803253982475727	0.004174340085942296	0.0017031906438060634	0.008338678640153944	0.007029460548139957	0.0	0.019230769230769232	0.0	0.0004574565416285453	3	90	5	2	0	0	200	0	0	6	72	6	71	0	154	6	0	126	1	2	6	0	9	2	1	2
0	0.0	0.003616929388900885	0.0004425116350041962	0.002398081534772182	0.004466644611998658	0.03474524248004912	0.00011354604292040422	0.0002138122728244601	0.0017376194613379669	0.0	0.009615384615384616	0.0	0.00015248551387618176	3	16	16	21	0	2	204	1	0	6	207	18	200	6	64	19	5	35	6	1	19	0	0	16	0	9
1	0.00539568345323741	5.398402072986396e-05	0.0	0.0	0.00038251064826939777	0.00024554941682013506	0.0015896446008856592	0.0	0.023773793539214917	0.16666666666666666	0.0576923076923077	0.0060851926977687635	0.0	3	0	34	45	5	0	212	1	0	6	214	36	205	1	120	40	2	0	0	0	38	0	0	52	0	0
1	0.0	0.0013496005182465991	0.0012664988174258028	0.004796163069544364	0.0	0.0	0.0	0.0004276245456489202	0.00015796540557617883	0.0	0.0	0.0	0.00030497102775236347	2	0	73	93	0	0	217	9	1	2	218	77	210	2	112	87	8	0	0	1	80	3	2	102	0	66
0	0.0	0.0001619520621895919	3.0518043793392844e-05	0.03357314148681055	0.0012112837195197596	0.002639656230816452	0.0007948223004428296	0.003848620910840282	0.0033962562198878448	0.0	0.009615384615384616	0.0020283975659229213	0.0022872827081427266	3	93	0	95	0	0	224	1	0	12	223	0	35	1	158	0	6	129	0	0	0	3	1	104	6	68
0	0.0	0.004318721658389117	6.103608758678569e-05	0.052757793764988015	0.006906442260419682	0.0	0.0	0.008980115458627327	0.0017376194613379669	0.0	0.0	0.0	0.003354681305275999	3	7	10	14	1	0	126	1	0	139	52	11	51	2	156	12	0	30	1	2	12	0	1	14	1	2
0	0.0	5.398402072986396e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0004738962167285365	0.0	0.0	0.0	0.0	3	115	0	0	0	4	60	5	1	2	66	0	34	0	214	0	8	168	1	2	0	0	1	111	1	2
0	0.0017985611510791368	5.398402072986396e-05	0.0	0.0	0.000458897909860734	0.0060159607120933095	0.00022709208584080845	0.004917682274962583	0.009319958928994551	0.16666666666666666	0.019230769230769232	0.0	0.0	3	23	5	2	5	5	252	1	0	155	258	6	120	6	24	6	1	25	1	2	6	0	0	2	1	2
0	0.0	0.0001619520621895919	0.0	0.002398081534772182	0.011188149291723523	0.016267648864333947	0.0004541841716816169	0.0014966859097712208	0.02124634704999605	0.0	0.019230769230769232	0.0	0.00015248551387618176	3	71	0	4	3	1	264	1	1	37	57	48	56	1	116	54	6	98	1	2	51	0	0	4	1	2
0	0.0	0.00021593608291945585	0.0006713969634546426	0.007194244604316545	0.0009643173850515297	0.012154696132596685	0.00011354604292040422	0.008980115458627327	0.004738962167285365	0.0	0.009615384615384616	0.0	0.0048795364440378155	0	122	91	116	0	0	266	5	0	160	271	95	255	1	235	106	1	183	0	1	98	0	8	124	4	25
1	0.0017985611510791368	0.015385445908011232	6.103608758678569e-05	0.004796163069544364	2.297361250867254e-06	0.0	0.00011354604292040422	0.0004276245456489202	0.004423031356133007	0.16666666666666666	0.009615384615384616	0.0	0.0	3	126	19	25	3	0	67	1	0	37	57	21	56	2	10	22	0	194	0	1	22	0	0	2	0	0
0	0.052158273381294966	0.00010796804145972792	0.00019836728465705348	0.02158273381294964	6.202875377341585e-05	0.0005524861878453039	0.0032928352446917226	0.002351935001069061	0.0007108443250928048	0.16666666666666666	0.009615384615384616	0.004056795131845843	0.0013723696248856359	0	16	0	0	3	5	288	1	0	170	289	0	271	1	72	0	7	17	10	0	0	0	8	16	0	0
0	0.0	0.0008637443316778234	4.577706569008927e-05	0.009592326139088728	0.006900698857292513	0.0011049723756906078	0.00011354604292040422	0.0014966859097712208	0.0014216886501856095	0.0	0.009615384615384616	0.0	0.0006099420555047269	7	129	0	0	0	4	290	1	0	6	296	0	277	2	251	0	5	200	1	2	0	0	1	136	1	2
0	0.0	5.398402072986396e-05	1.5259021896696422e-05	0.04316546762589928	0.0070236076842139115	0.04788213627992634	0.00022709208584080845	0.008338678640153944	0.02495853408103625	0.0	0.009615384615384616	0.0	0.0027447392497712718	0	7	10	14	3	1	25	5	0	180	3	11	3	1	124	12	1	103	1	2	12	0	0	14	1	2
1	0.0	0.0012416324767868714	0.0	0.0	0.007952890310189717	0.08968692449355434	0.00011354604292040422	0.004062433183664742	0.01469078271858463	0.0	0.009615384615384616	0.0	0.0	5	7	10	14	1	1	6	1	0	6	305	11	286	2	156	12	0	30	1	2	12	0	1	14	1	2
1	0.0	0.00010796804145972792	0.00022888532845044633	0.02398081534772182	0.0008563414062607689	0.009269490484960098	0.001135460429204042	0.006628180457558264	0.01619145407155833	0.0	0.038461538461538464	0.014198782961460446	0.0015248551387618177	3	48	107	135	3	0	203	0	0	2	252	110	199	1	262	120	2	210	0	1	114	0	1	58	11	89
0	0.0	0.00010796804145972792	0.00016784924086366064	0.02398081534772182	0.00506108683566056	0.01614487415592388	0.0005677302146020211	0.002351935001069061	0.061843456283074014	0.0	0.038461538461538464	0.0	0.0015248551387618177	13	71	0	4	0	0	6	1	0	186	312	48	294	1	116	54	6	98	1	2	51	0	1	4	1	2
0	0.0	0.00010796804145972792	1.5259021896696422e-05	0.0	0.02340436774321015	0.001903007980356047	0.0	0.0	0.001895584866914146	0.0	0.0	0.0	0.0	3	137	0	0	0	3	6	5	0	190	40	0	301	2	269	0	0	214	0	1	0	0	1	16	0	0
0	0.0	0.00021593608291945585	0.0	0.02158273381294964	0.001758055697226166	0.004788213627992634	0.0004541841716816169	0.0006414368184733802	0.005449806492378168	0.0	0.009615384615384616	0.0	0.0013723696248856359	3	11	0	0	0	5	129	1	0	191	133	0	132	5	10	0	5	215	1	2	0	0	1	13	1	2
1	0.00539568345323741	0.003616929388900885	3.0518043793392844e-05	0.002398081534772182	0.00010050955472544236	6.138735420503377e-05	0.0005677302146020211	0.002138122728244601	0.001895584866914146	0.3333333333333333	0.02884615384615385	0.0	0.00015248551387618176	14	66	43	53	0	5	319	0	0	194	185	46	178	2	274	51	0	91	0	1	48	0	1	16	0	25
0	0.0035971223021582736	0.012578276830058304	0.0	0.02158273381294964	8.55767065948052e-05	0.010681399631675876	0.0009083683433632338	0.0034209963651913623	0.011689440012637234	0.16666666666666666	0.038461538461538464	0.0	0.002134797194266545	0	7	18	14	0	0	323	1	0	196	327	20	309	7	277	21	0	30	1	2	21	0	4	14	1	2
0	0.0	0.0001619520621895919	0.0005035477225909819	0.03357314148681055	0.0010137106519451755	0.01319828115408226	0.001930282729646872	0.003848620910840282	0.00805623568438512	0.0	0.019230769230769232	0.0	0.002134797194266545	16	0	31	42	0	0	67	5	0	198	57	33	56	1	120	37	0	0	0	1	34	0	0	47	0	28
0	0.0	5.398402072986396e-05	0.0	0.0	0.0060345936657155595	0.0020257826887661143	0.0009083683433632338	0.0006414368184733802	0.004659979464497276	0.0	0.009615384615384616	0.0	0.0	0	10	0	0	1	3	324	0	0	35	329	0	310	2	10	0	0	10	1	2	0	2	1	13	1	2
0	0.0	0.00010796804145972792	0.0	0.0	0.04336039624886855	0.005340699815837938	0.0	0.0	0.002132532975278414	0.0	0.0	0.0	0.0	2	19	0	0	0	5	206	1	1	18	25	0	25	1	95	0	4	21	0	3	0	0	1	18	0	0
0	0.0	0.0001619520621895919	7.629510948348211e-05	0.01199040767386091	0.006925395490739336	0.0009821976672805405	0.00022709208584080845	0.0008552490912978406	0.0011847405418213411	0.0	0.009615384615384616	0.0	0.0007624275693809088	0	0	0	85	0	0	336	5	0	205	343	0	323	0	12	138	6	13	0	3	131	1	1	16	0	57
0	0.0	0.0008097603109479595	3.0518043793392844e-05	0.007194244604316545	0.004544180554215428	0.01995089011663597	0.0010219143862836382	0.0012828736369467607	0.007424374062080404	0.0	0.02884615384615385	0.0	0.0004574565416285453	15	11	0	0	0	0	338	1	0	2	345	0	88	0	10	0	0	10	1	2	0	0	0	163	1	2
0	0.0	0.00021593608291945585	0.0	0.0	0.020758956262836505	0.0	0.0	0.007697241821680564	0.0	0.0	0.0	0.0	0.0	3	7	10	14	3	0	39	1	0	207	42	11	41	1	124	12	0	103	1	2	12	0	9	14	1	2
0	0.0	0.00010796804145972792	0.011963073167009994	0.002398081534772182	0.04266084974797947	0.02682627378759976	0.0	0.0014966859097712208	0.0010267751362451622	0.0	0.0	0.0	0.001982311680390363	0	12	0	0	0	0	345	5	1	6	329	0	310	1	40	0	0	12	65	3	0	0	6	13	0	0
0	0.0	0.00010796804145972792	7.629510948348211e-05	0.009592326139088728	0.007495141080954415	0.0	0.0	0.0010690613641223003	0.0003159308111523576	0.0	0.0	0.0	0.0006099420555047269	3	141	0	155	0	4	6	1	0	6	40	0	39	2	293	143	1	226	1	2	0	0	1	16	1	2
0	0.0	0.005182465990066941	4.577706569008927e-05	0.0	0.0016787967340712456	0.00030693677102516884	0.00034063812876121267	0.0	0.0	0.0	0.009615384615384616	0.0	0.0	3	11	0	0	0	1	26	5	0	2	28	0	28	2	10	0	0	10	1	2	0	3	0	13	1	2
0	0.0	0.0001619520621895919	0.00030518043793392844	0.03836930455635491	0.004162818586571464	0.002885205647636587	0.00022709208584080845	0.004490057729313664	0.003712187031040202	0.0	0.009615384615384616	0.0	0.0024397682220189077	13	25	0	0	0	0	348	0	0	23	353	0	332	2	51	0	1	27	66	3	0	0	0	18	24	7
0	0.0	0.0001619520621895919	3.0518043793392844e-05	0.0	0.0036642911951332703	0.0	0.0	0.0008552490912978406	0.0011847405418213411	0.0	0.0	0.0	0.0	3	12	0	0	0	3	351	19	0	212	354	0	333	12	192	0	3	12	67	0	0	0	1	13	0	0
0	0.0	0.12832001727488665	0.0006866559853513388	0.0	0.006594575470614452	0.03284223449969306	0.0005677302146020211	0.005986743639084883	0.029065634626016905	0.0	0.019230769230769232	0.0	0.0038121378469045436	0	23	5	2	0	0	271	4	0	2	277	6	260	5	92	6	0	80	1	2	6	0	9	2	1	2
0	0.0	0.00010796804145972792	6.103608758678569e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00030497102775236347	0	105	0	0	0	1	230	5	1	2	230	0	136	1	299	0	8	152	1	2	0	0	1	13	1	2
0	0.0	0.0684517382854675	7.629510948348211e-05	0.0	0.01239713564999242	0.0620012277470841	0.00034063812876121267	0.0006414368184733802	0.015638575152041704	0.0	0.009615384615384616	0.0	0.00030497102775236347	3	64	0	50	0	5	357	1	0	215	361	43	340	1	105	48	1	89	1	2	45	0	0	4	1	2
0	0.0017985611510791368	0.0001619520621895919	0.0005645838101777676	0.019184652278177457	0.00019470136601099973	0.0023327194597912828	0.00011354604292040422	0.0017104981825956812	0.0007898270278808941	0.16666666666666666	0.009615384615384616	0.0020283975659229213	0.0015248551387618177	13	1	0	0	0	5	365	6	0	2	371	0	351	1	313	0	6	190	0	1	0	0	1	13	2	106
1	0.0	0.00010796804145972792	0.0012817578393224994	0.02398081534772182	0.0009258365840995033	0.002394106813996317	0.0009083683433632338	0.002565747273893521	0.003080325408735487	0.0	0.009615384615384616	0.0	0.0036596523330283616	3	35	0	0	0	0	374	1	0	6	382	0	361	2	45	0	0	44	60	0	0	5	6	152	3	94
1	0.0	5.398402072986396e-05	0.0	0.0	0.005982328697258329	0.0041129527317372615	0.0010219143862836382	0.0	0.005528789195166259	0.0	0.019230769230769232	0.0	0.0	13	115	0	0	0	0	6	24	0	229	194	0	186	1	320	0	0	243	1	2	0	0	1	111	1	2
0	0.0	0.0003778881451090477	0.0	0.0	0.003591349975418235	0.005156537753222837	0.00022709208584080845	0.004276245456489202	0.005607771897954347	0.0	0.009615384615384616	0.0	0.0	3	142	126	156	0	4	159	1	0	2	160	129	155	1	316	144	1	227	1	2	135	0	1	169	1	2
1	0.0035971223021582736	0.00010796804145972792	4.577706569008927e-05	0.002398081534772182	0.00020561383195261918	0.00042971147943523635	0.003633473373452935	0.005559119093435963	0.018008056235684387	0.3333333333333333	0.1153846153846154	0.0	0.00015248551387618176	7	125	133	168	0	1	6	1	0	6	40	136	39	9	325	151	0	246	0	3	142	3	1	54	12	113
0	0.0	0.003562945368171021	9.155413138017852e-05	0.002398081534772182	0.01490413111500131	0.0	0.0	0.0002138122728244601	7.89827027880894e-05	0.0	0.0	0.0	0.00015248551387618176	3	41	0	171	0	0	385	1	1	235	394	0	374	2	65	0	1	58	66	1	0	1	0	41	4	21
0	0.0	0.013711941265385445	6.103608758678569e-05	0.0	0.0007604265740370611	0.0	0.0	0.005772931366260422	0.000947792433457073	0.0	0.0	0.0	0.0013723696248856359	3	23	5	2	0	2	6	5	0	6	400	6	380	6	24	6	0	25	1	2	6	0	0	2	1	2
1	0.0	0.0019434247462751027	4.577706569008927e-05	0.009592326139088728	0.0	0.0	0.0	0.0008552490912978406	0.0011057578390332515	0.0	0.0	0.0	0.0006099420555047269	3	89	100	123	0	1	95	1	1	2	102	103	51	7	239	112	8	188	1	2	107	3	8	76	1	2
0	0.0	0.11250269920103648	0.00012207217517357137	0.002398081534772182	0.0	0.0	0.0	0.0010690613641223003	0.0004738962167285365	0.0	0.0	0.0	0.00015248551387618176	0	11	0	183	0	1	103	1	1	2	110	0	111	1	341	161	8	259	1	2	151	5	2	194	1	2
0	0.0	0.0001619520621895919	1.5259021896696422e-05	0.0	0.0009212418615977688	0.00012277470841006753	0.0014760985579652546	0.0004276245456489202	0.0004738962167285365	0.0	0.019230769230769232	0.0	0.0	3	33	0	0	0	4	6	1	0	6	241	0	228	2	49	0	0	42	0	3	0	0	1	13	0	0
0	0.0	0.00010796804145972792	0.0	0.002398081534772182	0.0019217426863504575	0.022590546347452427	0.00034063812876121267	0.008980115458627327	0.007661322170444673	0.0	0.019230769230769232	0.0	0.006556877096675816	2	7	10	14	0	5	7	1	0	171	126	11	7	1	124	12	0	103	1	2	12	0	1	14	1	2
0	0.0017985611510791368	0.0001619520621895919	3.0518043793392844e-05	0.002398081534772182	2.8717015635840667e-06	6.138735420503377e-05	0.00011354604292040422	0.0002138122728244601	7.89827027880894e-05	0.16666666666666666	0.009615384615384616	0.0	0.00015248551387618176	3	160	0	0	5	0	6	1	0	65	40	0	408	0	362	0	5	271	64	3	0	0	1	13	27	0
0	0.0	0.058734614554091985	0.0	0.03836930455635491	0.0053562977563970035	0.0	0.0	0.0	0.019034831371929548	0.0	0.0	0.0	0.0025922537358950893	13	103	72	87	0	2	434	0	0	6	440	76	417	1	369	83	3	276	1	2	78	0	1	97	1	2
0	0.0	5.398402072986396e-05	0.0	0.0	0.001117666248546919	0.0007980356046654389	0.008515953219030316	0.0029933718195424416	0.00845114919832557	0.0	0.14423076923076925	0.0	0.0	7	11	0	11	3	0	436	1	0	270	442	0	419	2	148	10	7	11	1	2	10	0	9	4	1	2
1	0.0	0.0001619520621895919	0.0005645838101777676	0.01199040767386091	0.003591349975418235	0.0	0.0	0.002565747273893521	0.005449806492378168	0.0	0.0	0.0	0.0007624275693809088	21	11	0	207	20	1	447	1	0	6	453	0	430	9	376	0	3	279	1	2	0	0	1	216	1	2
1	0.0017985611510791368	0.00010796804145972792	1.5259021896696422e-05	0.002398081534772182	0.00024696633446822985	0.002455494168201351	0.00011354604292040422	0.0002138122728244601	0.00023694810836426825	0.16666666666666666	0.009615384615384616	0.0	0.00015248551387618176	3	16	16	21	3	0	6	4	0	278	455	18	432	2	363	19	5	35	0	1	19	3	0	16	0	9
0	0.052158273381294966	0.0010796804145972792	6.103608758678569e-05	0.03597122302158273	5.743403127168135e-07	0.00024554941682013506	0.0032928352446917226	0.007911054094505024	0.0011847405418213411	0.16666666666666666	0.009615384615384616	0.0	0.0006099420555047269	18	2	14	14	0	0	6	1	0	6	458	16	435	1	201	17	0	158	1	2	17	1	4	14	1	2
0	0.0	0.00010796804145972792	0.00018310826276035703	0.019184652278177457	0.02086348619975097	0.0	0.0	0.005986743639084883	0.020298554616538983	0.0	0.0	0.0	0.0032021957913998173	20	2	14	14	21	0	322	1	0	2	326	16	308	2	244	17	4	146	1	2	17	1	2	14	1	2
0	0.0	0.0004318721658389117	0.0008239871824216068	0.004796163069544364	0.02530773153955367	0.0	0.0	0.0004276245456489202	0.00015796540557617883	0.0	0.0	0.0	0.00030497102775236347	6	27	0	0	3	2	454	1	0	231	462	0	439	1	38	0	3	29	0	0	0	0	1	218	0	138
0	0.0035971223021582736	0.02083783200172749	6.103608758678569e-05	0.007194244604316545	7.983330346763707e-05	0.002455494168201351	0.0014760985579652546	0.003207184092366902	0.00402811784219256	0.16666666666666666	0.02884615384615385	0.0	0.0004574565416285453	3	54	0	0	0	4	303	0	0	285	12	0	12	2	199	0	0	76	0	3	0	0	1	18	28	7
0	0.0035971223021582736	0.0002699201036493198	9.155413138017852e-05	0.01438848920863309	1.148680625433627e-06	6.138735420503377e-05	0.0014760985579652546	0.0010690613641223003	0.004580996761709186	0.16666666666666666	0.038461538461538464	0.0	0.00015248551387618176	0	16	0	0	1	0	455	1	0	286	463	0	440	0	100	0	0	17	0	3	0	0	9	13	0	0
0	0.05035971223021583	0.00048585618656877557	9.155413138017852e-05	0.004796163069544364	2.297361250867254e-06	0.0	0.0031792892017713185	0.0006414368184733802	0.00023694810836426825	0.16666666666666666	0.009615384615384616	0.0	0.0	0	12	0	0	3	5	6	6	0	6	464	0	441	1	40	0	6	12	4	0	0	1	1	13	2	0
0	0.0	0.0001619520621895919	0.0	0.026378896882494004	0.002491488276565537	0.008410067526089625	0.0026115589871692968	0.002565747273893521	0.042966590316720635	0.0	0.04807692307692308	0.0	0.0030497102775236353	3	4	0	4	0	1	6	4	0	287	40	167	39	0	379	3	0	71	1	2	3	0	1	4	1	2
